year,month,age,country,holiday17,screen,company,genre,director,star1,star2,star3,totalstar,day0a,day0s,day0r,pregrade,preparti,audience17
2000,1,0,2,2,7,1157,412,1,802825,1,1,802827,4654019,0,0,0,0,4654266
2000,11,0,2,11,8,1157,412,1,1133378,3208168.5,1608402.125,5949948.625,5062720,0,0,0,0,5064060
2016,1,0,2,8,1126,1157,412,5064796,1972914.333,1932953.9,1097458.818,5003327.051,2455,11,11,9.36,222,3542756
2014,12,12,1,4,7,1,85,13649.5,1,988810.5,10011,998822.5,2711,23,24,9.25,56,12499
1900,4,0,2,4,1,1,204,1,1,1,1,3,9351,0,0,0,0,12231
2016,4,12,2,6,46,178,204,1838.75,1,1,1,3,266,4,4,8.68,19,5092
2016,4,15,3,5,43,19,204,2018,1,1,1,3,905,9,9,8.54,13,5417
2000,11,0,2,8,4,1157,412,270016,444446.9231,498980.5,1669523.667,2612951.09,941824,0,0,0,0,943806
2016,6,15,3,2,351,178,871,10910,643452.2143,503030.6667,1202852,2349334.881,3546,18,18,8.93,179,90577
2000,1,12,3,1,1,897,412,1,1,1,1,3,9512,0,0,0,0,9675
2015,11,19,2,5,236,797,313,1167279.667,1027103.333,1412716.182,316197.7778,2756017.293,392,2,2,9.29,115,45280
2000,1,19,2,0,1,548,417,798718,1334609,896910,588543.5,2820062.5,453052,0,0,0,0,453082
2014,12,15,3,6,53,93,204,3426.2,78866.66667,865771.8333,112888,1057526.5,2114,20,20,9.63,67,24515
2000,4,12,3,0,1,70,204,1,1,1,1,3,7736,0,0,0,0,7803
2016,5,15,3,5,58,15,919,23,1,1,1,3,1246,5,5,9.38,37,6428
2016,4,15,2,6,489,897,769,1,731195.6667,158338.6667,398,889932.3334,20421,506,1489,8.78,403,350899
2016,6,15,3,0,64,213,412,5738.5,1,1,1,3,915,5,5,9.09,56,5007
2016,1,15,3,8,54,7,86,1,1,1,1,3,709,4,4,9.56,176,9187
2014,10,19,2,5,93,70,204,1,2801505,153653.3333,35232,2990390.333,493,5,6,9.06,189,29015
2000,8,19,3,1,1,1,919,1,138247.5,210449.5,1,348698,54879,0,0,0,0,54999
2000,8,12,3,3,1,0,204,1,677418.75,218416,1422659,2318493.75,806278,0,0,0,0,808908
2015,2,19,2,7,510,866,871,1211301.333,403701.3125,1,656009.3333,1059711.646,6418,59,59,9.32,168,2894444
2000,9,15,2,0,1,5,204,1,1,1,1,3,3470045,0,0,0,0,3470060
2014,9,0,3,7,25,19,412,2168,1,1,1,3,832,6,6,9.2,89,7022
2015,4,15,3,5,50,25,90,127223.75,1,1,1,3,0,0,0,6.25,4,4910
2015,12,15,1,5,193,99,412,1579,94289.3,18451,12635,125375.3,1599,15,19,8.4,169,38021
2000,8,12,3,0,1,178,198,1,1,1,6008.8,6010.8,17437,0,0,0,0,17480
1900,7,15,2,0,1,866,204,1,1,1,1,3,369643,0,0,0,0,369894
2014,10,19,2,4,201,61,198,1,3089962.857,612808.3333,1,3702772.19,4056,23,23,9.68,534,23597
2015,1,15,3,4,229,30,417,135621,75205.72727,1,1,75207.72727,5619,28,28,8.43,607,81500
2000,9,19,1,0,1,1157,204,1,364848,1,575373,940222,5685521,0,0,0,0,5685715
2014,9,19,1,7,768,897,204,5225642.667,1105792.5,595188.2,3932931.143,5633911.843,16803,72,84,4.37,3474,3408895
2015,12,19,1,5,81,112,353,828,11785,933,1243755.143,1256473.143,517,2,2,8.25,61,11845
2014,8,15,3,7,1,41,204,12860.5,1,1,1,3,6827,0,0,0,0,7363
2014,12,12,1,3,1,8,85,1,1,1,1,3,5756,0,0,0,0,5790
2015,9,15,1,8,486,1157,198,2067538,1039268,1981199.765,1216258.5,4236726.265,24775,200,200,8.45,392,2349650
2016,5,15,1,6,669,1157,204,1767930.75,1107748.8,2231078.6,689846,4028673.4,9080,51,53,8.47,344,1318379
2016,4,0,3,6,91,24,85,6678,1,1,1,3,919,4,5,9.5,123,24794
2015,3,19,1,4,156,30,86,4436,1351485.4,248534.1667,1159259.5,2759279.067,389,1,1,9.04,77,17444
2016,1,0,2,4,12,1,3,1468903,1,1,1,3,136,1,1,8.84,21,3660
2014,8,15,1,4,264,213,78,1,1351485.4,2650.5,2149181,3503316.9,3571,15,17,7.29,320,80989
2015,7,15,2,5,1086,897,871,3039889,192552.8,1044518.75,1,1237072.55,999,2,2,7.33,1300,2990151
2000,11,0,2,7,3,1157,412,1,477821.1429,55268,156614.5,689703.6429,1924414,0,0,0,0,1925154
2000,12,0,3,0,1,292,204,1,1,1,1,3,16899,0,0,0,0,16899
2014,8,0,2,7,178,897,412,635579,1019309.25,523525.1429,1,1542835.393,16352,0,0,0,0,110140
2014,8,19,2,4,2,130,919,1,191939.75,56460.66667,1,248401.4167,14157,0,0,0,0,14510
2000,4,15,2,1,1,27,204,2815.5,1,1,1,3,5620,0,0,0,0,5620
2015,1,15,2,6,614,866,871,1281395,813542.1579,885030.3333,5129833,6828405.491,145627,505,1688,8.9,422,1946520
2000,10,15,3,1,1,0,204,323,1,1,1,3,3414,0,0,0,0,3451
2014,11,0,3,5,51,1157,412,1,1,1,1,3,340,2,2,9.71,17,14612
2000,10,0,3,1,1,2,204,8370.5,1,1,1,3,15955,0,0,0,0,15955
2014,10,19,2,4,20,25,871,1,1,1,1,3,0,0,0,5.02,50,3375
2000,11,0,3,0,1,4,412,1,1,1,1,3,79654,0,0,0,0,79654
2014,12,0,2,4,32,121,412,1,1,1,1,3,142,1,1,9,9,5909
2015,8,15,1,5,331,225,78,1464969.5,2561103.846,1348292.167,26427684,30337080.01,4043,19,20,8.41,188,120416
2015,8,15,3,4,50,25,313,1,47280.5,1263228,1,1310509.5,0,0,0,5.64,104,10922
2015,5,19,2,4,38,112,86,1,1,1,1,3,1555,7,7,7.96,25,5108
2015,5,12,2,4,419,552,871,4267590.5,360704.5333,427950.6667,1,788656.2,607,2,2,8.98,136,265157
2014,10,19,3,4,30,15,204,1,1,1,1,3,328,2,2,8.81,26,3752
2015,3,19,3,4,51,8,871,1,1,1,1,3,0,0,0,7,3,6786
2014,9,19,2,6,367,61,871,1,894154.3529,1,1,894156.3529,789,4,4,9.43,131,241089
2015,1,19,3,5,28,30,204,1,1,1,1,3,123,3,3,8.62,8,8119
2015,5,15,2,5,193,797,1672,236666,243199,2428670.5,1,2671870.5,1615,79,79,8.93,92,24594
2014,8,12,2,0,1,1157,871,7530454.667,187630.9091,1371164,1,1558795.909,5295734,0,0,0,0,5295801
2015,10,15,3,4,415,225,871,74912,60,1,1,62,986,6,6,8.32,545,161245
2016,4,15,2,6,299,54,204,1,287735.3333,1296506.25,3832500,5416741.583,7050,89,90,9.16,352,53439
2015,3,15,2,4,242,56,871,372,1262659,1,1,1262661,1209,6,6,9.44,63,26009
2000,1,12,1,0,1,0,85,1,1,1,1,3,12338,0,0,0,0,12341
2016,4,19,2,4,329,143,919,119926,1475137.5,257601.3636,178444,1911182.864,1347,12,12,9.57,145,47191
2015,6,15,3,5,47,27,198,11294.83333,18168.33333,4192,1,22361.33333,2298,24,24,7.37,19,17813
2015,11,15,3,5,24,27,198,18794,1,1,1,3,387,2,2,8.63,19,4100
2016,3,12,2,5,118,168,85,1,1,1,1,3,2389,23,24,9.44,16,13973
2016,6,15,1,4,675,548,919,1,2260358.444,1771854.75,36356278,40388491.19,32749,179,186,8.85,374,1116867
2015,10,15,1,5,776,897,353,1865332,3894371,364296,4200845,8459512,24712,119,120,8.48,277,612376
2000,8,12,2,5,1,23,204,1,1,1,1,3,12175,0,0,0,0,15053
2000,8,15,3,3,1,0,353,100197,880686.5,24902,6257534,7163122.5,88224,0,0,0,0,88986
2015,12,15,2,6,352,213,204,207999.75,945085,1034661.385,539115.3333,2518861.718,10450,80,81,9.38,914,60764
2000,8,12,2,0,1,548,78,1,1,1,1,3,438598,0,0,0,0,438622
2016,4,15,2,7,330,213,769,1,1,1,1,3,5604,316,800,7.58,176,54887
2000,10,15,3,0,1,0,353,1,1,1,1,3,5245,0,0,0,0,5264
2015,2,15,3,5,22,4,204,12832,24892.16667,1,1,24894.16667,1087,23,23,8.4,10,9126
1900,10,19,3,3,1,0,204,1,1,1,1,3,5967,0,0,0,0,7443
2000,11,15,1,8,1,15,204,1,2275,481091.5,391302.1818,874668.6818,23123,0,0,0,0,24054
2000,11,19,3,1,1,14,204,165.5,1,1,1,3,6070,0,0,0,0,6133
2015,4,0,1,5,204,39,85,35340,1,2735995.412,1,2735997.412,2813,9,9,9.36,280,29724
2014,12,19,2,4,48,112,919,1,1,1,1,3,258,2,2,7.51,238,6828
2000,11,15,1,0,1,550,204,7457,1917159.143,1041227.556,1,2958387.699,1716429,0,0,0,0,1716438
2015,8,12,2,5,432,866,871,384398,375423.4,6,1519844.5,1895273.9,2035,7,7,8.06,1504,399301
2000,8,0,2,1,1,866,412,10711,327138,1229102,185249,1741489,19303,0,0,0,0,19551
2015,4,19,2,5,188,56,78,1,1,1,1,3,1302,7,7,8.66,35,33364
2000,8,19,3,1,1,73,919,1,1,1,1,3,29489,0,0,0,0,29603
2015,1,0,3,4,343,897,198,1,469755.25,365969,71483,907207.25,12245,55,59,9.52,285,307742
2014,11,15,1,5,518,548,198,227009.3333,721804.5,4851862,1,5573667.5,3869,16,17,6.43,2228,579644
2015,10,0,2,6,404,678,313,313948.8,1426991.533,193708.25,249582,1870281.783,2276,17,17,8.8,86,183841
2000,10,19,3,1,2,61,871,1,929886.5,100602,1,1030489.5,161063,0,0,0,0,161070
2000,8,15,2,0,1,797,919,438843.5,3060384,1817866.4,1,4878251.4,456687,0,0,0,0,456742
2000,2,19,3,0,1,51,871,1,1,1,1,3,3486,0,0,0,0,3528
2000,11,19,2,1,1,0,353,2146,1,1,1,3,3074,0,0,0,0,3149
2016,3,12,2,5,282,797,78,1,1,1,1,3,250,2,3,6.5,145,50531
2000,9,12,2,0,2,73,871,1,247070.3333,564983.5,1,812054.8333,1211882,0,0,0,0,1211890
2014,9,15,2,4,20,36,417,1,1,1,1,3,0,0,0,5.17,6,3576
2015,3,15,3,5,33,7,204,1,1,1,1,3,751,4,4,9.46,74,4919
2016,1,15,2,5,352,73,919,1,132921.5,59690.33333,587559,780170.8333,1534,4,4,8.97,224,293412
2000,2,19,3,1,1,5,353,1,1,15,1,17,52094,0,0,0,0,52110
2015,6,15,2,5,2,4,769,1,1,1,1,3,0,0,0,6.5,36,3625
2015,2,15,2,5,349,678,198,83508,1653641.833,1,829953.5,2483596.333,778,3,3,8.65,34,91119
2015,12,0,3,5,305,198,412,303628.6667,1,1,1,3,404,3,3,9.63,156,290198
2000,7,0,3,5,3,198,412,1,1,1,1,3,133827,0,0,0,0,172654
2015,2,19,2,8,77,54,204,641323,559366.9091,391394.5,802698.7,1753460.109,2173,21,21,8.26,78,22684
2000,8,15,3,0,1,54,204,7803,1,1,1,3,8647,0,0,0,0,8703
2000,12,0,3,0,1,28,412,39951,12811213,1,3441,12814655,38247,0,0,0,0,38347
2000,11,15,3,2,1,27,204,1,1,1,1,3,23811,0,0,0,0,24006
1900,8,0,2,4,1,3,204,1,1,1,1,3,5152,0,0,0,0,6262
2015,7,0,1,5,27,112,204,1,1,1,832761,832763,5281,26,26,8.31,67,12457
2000,9,0,3,1,1,0,412,14881.5,1,1,1,3,23491,0,0,0,0,23587
1900,11,19,3,6,1,30,86,1,1,1,1,3,437,0,0,0,0,5060
2014,8,15,1,1,1,1157,871,1634192,3351206.8,636822.75,4329591,8317620.55,2841788,0,0,0,0,2841788
2014,11,15,2,6,517,94,871,72775.25,871620.9231,742079.4286,1895568.625,3509268.977,4817,13,17,9.21,262,1211013
2014,8,15,2,7,45,54,198,1,44,1,1,46,50293,0,0,0,0,69835
2016,3,12,3,5,163,12,204,1,4790,1,1,4792,0,0,0,9,32,16910
2016,1,15,1,5,29,14,204,29780.2,1,1,1,3,1231,6,7,9.36,42,4253
2016,6,12,3,4,23,7,204,2154.666667,1,1,1,3,571,7,7,9.43,7,3527
2014,9,15,3,7,194,70,198,1,826907.9091,3395915,1166755.5,5389578.409,1362,5,5,9.24,67,45339
2014,9,15,3,6,52,28,204,25,1,1,1,3,728,3,4,8.73,22,5068
2015,11,12,2,5,96,23,204,1,200,1,1042.5,1243.5,4151,20,21,9.36,22,78475
2000,9,0,3,0,2,178,412,1,1,1,1,3,44466,0,0,0,0,44650
2016,6,0,3,6,108,213,412,206320,45806,1,1778140.5,1823947.5,899,7,8,9.77,114,43305
2000,3,0,1,2,1,70,204,3739,1,1,1,3,12583,0,0,0,0,12583
2014,10,15,1,1,1,897,198,3024666,1774308.7,3165524.25,1,4939833.95,1676040,0,0,0,0,1676040
2000,2,0,3,4,1,14,85,5913.5,1,1,1,3,23949,0,0,0,0,24282
2014,9,0,3,6,34,36,412,3545,1,16155.75,1,16157.75,337,2,2,9.7,10,14714
2014,9,12,3,2,170,112,198,532.5,2024,1,1,2026,4084,61,62,7.35,240,14609
2014,8,12,3,4,1,0,412,1,1,1,1,3,6356,0,0,0,0,6656
1900,8,0,2,1,1,678,204,1,1,1,1,3,6080,0,0,0,0,8014
2014,10,0,3,1,1,28,412,1,637135.4,1,120685.3333,757821.7333,11910,0,0,0,0,12146
1900,11,19,3,4,1,121,204,1,1,1,1,3,0,0,0,0,0,3493
2000,12,0,3,6,8,1,412,1,1,1,1,3,34027,0,0,0,0,35179
2000,6,12,3,5,21,1,204,1,1,1,1,3,615,0,0,0,0,9199
2016,4,0,2,6,15,70,85,10607,1,1,1,3,359,3,3,9.44,36,7265
2000,11,19,3,5,1,7,204,1,1,1,1,3,561,0,0,0,0,3381
2015,5,15,2,5,282,797,198,1,108262.8,1078458.25,550925.5,1737646.55,4346,51,51,9.18,125,75159
2015,9,15,3,5,183,79,198,154681.3333,162985.6667,2665,1,165651.6667,3213,21,21,9.56,227,43770
1900,11,12,2,3,1,1,204,1,1,1,1,3,5604,0,0,0,0,6575
2015,7,12,2,5,530,797,871,934982.5,259143.8333,96803,488421.2222,844368.0555,457,2,2,8.99,236,680886
2016,4,0,3,6,74,70,59,1,52332.33333,1,1,52334.33333,1119,35,35,9.33,155,13604
2000,10,12,3,5,1,121,204,1,1,1,1,3,92213,0,0,0,0,92840
2015,5,12,3,4,65,1157,412,16661.6,12352.05882,1,1,12354.05882,401,2,3,9.1,41,12694
2000,5,19,1,1,1,11,353,1276480,1567892.333,298452,900716.6,2767060.933,2267556,0,0,0,0,2267579
1900,8,19,1,2,1,0,86,1,1,1,1,3,2124,0,0,0,0,4698
2015,10,12,2,4,379,797,204,448281.6667,953494.75,1316323.727,21298,2291116.477,854,3,3,9.3,99,235215
2016,5,19,2,4,239,23,871,1,568067.3333,2.5,63483.66667,631553.5,2158,15,15,8.91,253,46373
2000,2,12,3,1,1,70,204,1,1,1,1,3,6939,0,0,0,0,6982
2000,11,0,3,5,1,198,412,1,1,1,1,3,2433298,0,0,0,0,2592931
2016,3,0,3,5,51,213,412,24055,1,1,20203,20205,774,1,3,9.84,63,20143
2016,3,19,3,5,82,27,353,24606,782023.25,42164.6,536491.3333,1360679.183,729,6,6,9.58,172,23079
2000,10,15,3,0,1,292,198,1,2390.5,1,38776.25,41167.75,40914,0,0,0,0,40975
2000,8,19,3,7,1,0,204,1,1,1,1,3,5353,0,0,0,0,6015
2015,12,12,2,5,501,678,871,1269682.75,3327953.429,244898,306083.1667,3878934.596,1701,19,19,8.97,129,804645
2000,11,19,1,6,1,2,204,42471.6,3508287.5,227788,1211719.25,4947794.75,56682,0,0,0,0,56987
2015,7,15,3,2,69,213,769,410644,1,1,1,3,151,1,1,7.36,11,6620
2015,4,15,2,5,231,121,86,588543.5,543389.6667,54837.125,385562,983788.7917,1246,9,9,9.35,26,45501
2000,4,0,1,1,1,23,85,1,110538.5,1,1,110540.5,18279,0,0,0,0,18318
2014,8,19,1,6,1,168,204,1,2443892.2,171.6666667,242877,2686940.867,224953,0,0,0,0,225085
2015,6,0,1,5,46,18,204,2271,10833.5,1,920.1428571,11754.64286,474,6,6,9.12,16,19188
2014,10,15,3,4,147,178,79,80511.5,1,1,1,3,4262,22,22,9.06,50,13073
2000,6,0,1,0,1,93,59,84536,1,1,1,3,6666,0,0,0,0,6666
2015,9,19,1,5,359,61,353,385425.3333,1447352.133,448608.75,1,1895961.883,9178,40,43,8.1,309,257941
2014,8,19,1,5,580,548,204,1,3864827.6,24163,424507.4706,4313498.071,12091,15,16,0,0,1439494
1900,12,12,3,2,1,0,204,1,1,1,1,3,7931,0,0,0,0,9731
2016,4,15,1,5,556,897,3391,111245,2520655.5,1561684,2269297.2,6351636.7,7841,40,42,6.08,2072,447881
2000,10,12,1,1,1,1157,871,2535450,1577370.4,1751552,1590757,4919679.4,11324433,0,0,0,0,11324545
2014,8,12,1,5,786,897,1672,1843894.667,815268.5,2109701.714,1664897,4589867.214,35335,73,75,0,0,5162258
2014,11,0,3,5,27,112,59,7638,1,1,1,3,576,2,2,9.09,23,4682
2015,3,0,3,5,20,19,198,5893,1,1,1,3,557,3,3,8.11,9,3274
2015,5,12,3,5,93,99,198,1,596783.1667,1,621959,1218743.167,1202,21,21,9.29,100,13577
2014,9,12,3,3,1,5,204,18222,1,1,1,3,3130,0,0,0,0,3145
2014,10,0,3,6,155,178,412,160148,1,1,1,3,1208,8,10,9.67,39,28478
2014,10,0,3,1,1,225,204,52.5,731.6666667,45269.2,201360.1667,247361.0334,15465,0,0,0,0,15498
2000,5,15,3,4,1,25,204,58199,1,1,1,3,967618,0,0,0,0,979279
2015,1,12,1,4,584,548,204,270148,2219015.818,3094101.571,2037188.2,7350305.589,7868,51,53,9.01,788,915078
2014,8,15,2,6,274,678,871,686825,934371.2857,3155677,1565027.5,5655075.786,606,1,3,8.77,116,86542
2016,4,12,2,5,518,797,871,1,3013181.375,951486.5556,511669,4476336.931,498,2,2,8.04,159,440006
2016,3,19,3,5,56,30,204,1,1,1,1,3,558,5,5,0,0,6721
2015,11,15,2,4,482,897,871,1124373,656714.9091,837232.125,506768.8333,2000715.867,802,2,2,8.66,298,738048
2014,11,15,2,6,587,897,1672,1214371.667,707195.6667,834782.8571,437247.2,1979225.724,4619,19,19,9.43,432,827639
2000,10,15,2,2,1,897,313,1257893,127982,834782.8571,437247.2,1400012.057,1125739,0,0,0,0,1127329
2000,10,15,2,2,1,897,871,1,7939.25,782286,437247.2,1227472.45,607956,0,0,0,0,608222
2016,1,19,2,5,153,25,871,170241.25,1531727.063,666458.25,1,2198186.313,926,4,4,8.84,229,114161
2016,3,12,2,5,251,797,198,46193.42857,394399.8571,453531.3333,2433564.941,3281496.131,1770,21,21,9,65,32571
2015,3,19,1,5,368,548,198,707969.5,1287632.688,1815273.8,1594900.294,4697806.782,3904,17,18,7.82,270,479594
2014,11,19,1,5,71,292,59,1759,5335474,1,339486,5674961,847,4,5,9.12,84,9761
1900,7,15,2,3,1,2,353,1,1,1,1,3,546,0,0,0,0,3421
2015,8,15,1,5,572,897,3391,4556.666667,2920579.545,1185057.667,1115068.333,5220705.545,6453,25,28,6.54,1249,427584
2000,8,12,1,2,1,0,86,1,1,1,1,3,922300,0,0,0,0,922560
2000,11,15,1,1,1,18,204,1081,220390.3333,3739,1201837,1425966.333,11678,0,0,0,0,11793
2015,7,0,3,5,53,19,412,16250,1,1,1,3,432,1,1,9.91,11,13293
2014,12,12,2,5,900,678,1672,1770136.333,1070076.6,2306151.5,2393520.667,5769748.767,2295,11,11,9.61,897,2624759
2000,10,12,2,0,1,678,1672,1513832.5,1070076.6,585190.875,862559.25,2517826.725,2282744,0,0,0,0,2282744
2015,6,0,3,5,72,121,412,1,1,1,1,3,426,2,2,10,7,6104
2014,8,12,2,7,157,866,871,362446,1211884,1059647.833,58505,2330036.833,3937671,0,0,0,0,4002364
2014,11,19,2,6,160,121,313,350045.5,2009775.714,6729,1,2016505.714,214,1,1,8.04,440,17395
2000,8,19,3,8,1,30,204,41572,41572,125596.25,1,167169.25,19245,0,0,0,0,19806
2015,5,0,2,5,335,1157,412,837588,1,2241697,824307.5,3066005.5,3106,14,14,9.52,86,345543
2000,5,12,1,0,1,1157,204,1,161142,3737374,1,3898517,6855331,0,0,0,0,6855433
2000,10,15,3,1,1,36,871,132,1,1,1,3,5058,0,0,0,0,5111
2015,4,19,1,5,315,143,204,97697.5,1939636.188,541665.8889,672664,3153966.077,6067,28,30,8.32,231,136793
2000,10,15,1,0,1,15,769,1,349752.6667,507924.6667,365520.3333,1223197.667,2436500,0,0,0,0,2436595
2000,3,19,1,0,1,5,86,183.4,1,1,1,3,7518,0,0,0,0,7522
2014,10,12,3,5,58,130,204,5833,698864.75,35442.25,1,734308,0,0,0,9.75,20,11710
2000,10,15,1,0,1,18,204,2121,1,1,1,3,3737,0,0,0,0,3739
2000,9,12,2,3,1,866,204,1,1,1,1,3,2486,0,0,0,0,3984
2000,8,0,1,1,1,23,85,104367,1190675.4,1,1,1190677.4,11493,0,0,0,0,11871
1900,2,12,1,2,1,3,3391,1,1,1,1,3,515,0,0,0,0,5107
2000,4,19,1,0,1,897,3391,601733,2274567.5,1020674.091,715571,4010812.591,2636349,0,0,0,0,2636353
2000,10,19,1,2,1,1157,204,1,1,1,573877.5,573879.5,41882,0,0,0,0,41962
1900,8,12,2,1,1,0,204,1,1,1,1,3,3155,0,0,0,0,3868
1900,6,12,2,5,1,1,204,1,1,1,1,3,7078,0,0,0,0,8051
2015,12,12,1,5,1009,1157,204,3549473,3238786.188,496592.8,1105036.333,4840415.321,26776,153,168,8.2,559,5683709
2000,6,12,1,1,1,0,204,589.6666667,1,1,1,3,8910,0,0,0,0,8910
2016,3,12,1,4,124,17,204,1,1,31751.5,1498929.593,1530682.093,1507,6,7,9.88,625,21687
2000,5,12,2,2,1,678,204,191974.6,578380.5556,3136.75,1,581518.3056,45755,0,0,0,0,45769
2015,9,15,2,4,262,866,871,1,789.25,900029.3333,1,900819.5833,1310,4,4,8.47,259,64157
2000,3,15,1,5,1,18,198,1,1,1,1,3,3592,0,0,0,0,3743
